Resume,Job_Description,Resume_Cleaned,Job_Description_Cleaned,Similarity_Score
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise backend development,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.06585198416627804
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience kubernetes expertise responsive design,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.06536888732337322
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience kubernetes expertise responsive design,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.06536888732337322
Cloud architect with hands-on experience in Kubernetes. Expertise in microservices.,"Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",cloud architect hands experience kubernetes expertise microservices,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.06505967843940556
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",cloud architect hands experience kubernetes expertise responsive design,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.06493037640847478
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise microservices,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.06422915014531
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",cloud architect hands experience multi cloud platforms expertise responsive design,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.06421269926273136
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience aws azure gcp expertise microservices,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.06421042081259687
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.06329184093664249
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience aws azure gcp expertise microservices,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.0616210944274212
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",cloud architect hands experience multi cloud platforms expertise responsive design,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.0615537579497085
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience kubernetes expertise responsive design,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.06151511576179463
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Tableau.",cloud architect hands experience kubernetes expertise responsive design,looking data analyst expertise deep learning tensorflow nlp data visualization tools like tableau,0.061327600964585754
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",cloud architect hands experience kubernetes expertise responsive design,looking data analyst expertise aws azure gcp data visualization tools like excel,0.060219925034450124
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience aws azure gcp expertise backend development,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.05919890318599825
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",cloud architect hands experience kubernetes expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.05855299545018662
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",cloud architect hands experience kubernetes expertise responsive design,looking data analyst expertise python sql tableau data visualization tools like excel,0.05848913388145291
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in microservices and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience microservices deep learning tensorflow nlp,0.05727329651654489
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in microservices and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience microservices deep learning tensorflow nlp,0.05727329651654489
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",cloud architect hands experience kubernetes expertise cloud migration,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.057073212916957834
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.05691400959078801
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.05691400959078801
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.05691400959078801
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience aws azure gcp expertise backend development,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.05681166946204648
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience kubernetes expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.05655480658749469
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",cloud architect hands experience multi cloud platforms expertise backend development,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.05646214063666611
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",cloud architect hands experience kubernetes expertise responsive design,looking data analyst expertise python sql tableau data visualization tools like power bi,0.05643346119844737
Cloud architect with hands-on experience in Kubernetes. Expertise in backend development.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience kubernetes expertise backend development,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.05634683839459201
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",cloud architect hands experience multi cloud platforms expertise backend development,looking ai researcher expertise deep learning nlp strong background react javascript css,0.055994843354566975
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design deep learning tensorflow nlp,0.05584114903865506
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design deep learning tensorflow nlp,0.05584114903865506
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",cloud architect hands experience multi cloud platforms expertise microservices,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.05583921570152523
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in responsive design.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise responsive design,looking data analyst expertise react javascript css data visualization tools like excel,0.05573415675002172
Cloud architect with hands-on experience in Kubernetes. Expertise in backend development.,"Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Excel.",cloud architect hands experience kubernetes expertise backend development,looking data analyst expertise deep learning tensorflow nlp data visualization tools like excel,0.0550748793885862
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience cloud migration deep learning tensorflow nlp,0.05499626728722581
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience cloud migration deep learning tensorflow nlp,0.05499626728722581
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience cloud migration deep learning tensorflow nlp,0.05499626728722581
Cloud architect with hands-on experience in Kubernetes. Expertise in backend development.,"Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Excel.",cloud architect hands experience kubernetes expertise backend development,looking data analyst expertise react javascript css data visualization tools like excel,0.05474724497010972
Cloud architect with hands-on experience in Kubernetes. Expertise in microservices.,"Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Power BI.",cloud architect hands experience kubernetes expertise microservices,looking data analyst expertise java spring boot restful apis data visualization tools like power bi,0.054260098069381396
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience aws azure gcp expertise backend development,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.054238580728156044
"Software engineer with 6 years of experience in deep learning, TensorFlow, NLP. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",software engineer 6 years experience deep learning tensorflow nlp skilled microservices,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.05414421657121111
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience kubernetes expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0539933515720801
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience kubernetes expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0539933515720801
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise microservices,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.05350477281282792
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",cloud architect hands experience multi cloud platforms expertise microservices,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.05346605025778194
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",cloud architect hands experience multi cloud platforms expertise microservices,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.05346605025778194
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking data analyst expertise react javascript css data visualization tools like tableau,0.053046908367977534
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience multi cloud platforms expertise responsive design,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.052858098881903834
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience multi cloud platforms expertise responsive design,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.052858098881903834
Cloud architect with hands-on experience in Kubernetes. Expertise in cloud migration.,"Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Excel.",cloud architect hands experience kubernetes expertise cloud migration,looking data analyst expertise deep learning tensorflow nlp data visualization tools like excel,0.052774519570972886
"Software engineer with 2 years of experience in deep learning, TensorFlow, NLP. Skilled in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",software engineer 2 years experience deep learning tensorflow nlp skilled backend development,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.05242340315122051
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in responsive design.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise responsive design,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.05217002805350397
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Tableau.",cloud architect hands experience aws azure gcp expertise backend development,looking data analyst expertise python sql tableau data visualization tools like tableau,0.052139319101316146
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",cloud architect hands experience aws azure gcp expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.052129934542406976
"Software engineer with 5 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",software engineer 5 years experience deep learning tensorflow nlp skilled cloud migration,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.05197524502222277
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience multi cloud platforms expertise backend development,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.05077252875182534
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience multi cloud platforms expertise microservices,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.0506537995443394
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise cloud migration,looking data analyst expertise react javascript css data visualization tools like excel,0.050650052034558427
"Software engineer with 4 years of experience in deep learning, TensorFlow, NLP. Skilled in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",software engineer 4 years experience deep learning tensorflow nlp skilled backend development,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.050534407162009354
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Tableau.",cloud architect hands experience aws azure gcp expertise cloud migration,looking data analyst expertise java spring boot restful apis data visualization tools like tableau,0.04935947696334335
"Data analyst with 1 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",data analyst 1 years experience aws azure gcp certified power bi strong problem solving skills,looking ai researcher expertise deep learning nlp strong background react javascript css,0.04930594999529524
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",cloud architect hands experience aws azure gcp expertise cloud migration,looking data analyst expertise python sql tableau data visualization tools like power bi,0.04913430048152846
"Software engineer with 1 years of experience in deep learning, TensorFlow, NLP. Skilled in responsive design.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",software engineer 1 years experience deep learning tensorflow nlp skilled responsive design,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.04854940607347702
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",cloud architect hands experience multi cloud platforms expertise microservices,looking data analyst expertise python sql tableau data visualization tools like excel,0.04816209522592163
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.04807998925506787
"Software engineer with 4 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",software engineer 4 years experience deep learning tensorflow nlp skilled cloud migration,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.04792782428897813
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",cloud architect hands experience multi cloud platforms expertise backend development,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.04777927407938037
"Data analyst with 3 years of experience in AWS, Azure, GCP. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",data analyst 3 years experience aws azure gcp certified aws solutions architect strong problem solving skills,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.047132021175982176
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",cloud architect hands experience multi cloud platforms expertise backend development,looking data analyst expertise aws azure gcp data visualization tools like excel,0.04677328925791801
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",cloud architect hands experience multi cloud platforms expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.04676082690620019
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",cloud architect hands experience multi cloud platforms expertise microservices,looking data analyst expertise python sql tableau data visualization tools like power bi,0.046469379041871005
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",cloud architect hands experience multi cloud platforms expertise microservices,looking data analyst expertise python sql tableau data visualization tools like power bi,0.046469379041871005
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in cloud migration.,"Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",cloud architect hands experience multi cloud platforms expertise cloud migration,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.04644714353437518
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.04641768029363042
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.046036590765275706
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.046036590765275706
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Power BI.",cloud architect hands experience aws azure gcp expertise cloud migration,looking data analyst expertise java spring boot restful apis data visualization tools like power bi,0.045956598492844676
"Data analyst with 1 years of experience in Java, Spring Boot, RESTful APIs. Certified in Azure Fundamentals. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",data analyst 1 years experience java spring boot restful apis certified azure fundamentals strong problem solving skills,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.045361041506783606
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Power BI.",cloud architect hands experience multi cloud platforms expertise backend development,looking data analyst expertise aws azure gcp data visualization tools like power bi,0.04503608725868537
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in microservices.,"Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",cloud architect hands experience multi cloud platforms expertise microservices,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.04483958899375482
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Tableau.",cloud architect hands experience multi cloud platforms expertise backend development,looking data analyst expertise python sql tableau data visualization tools like tableau,0.04470476637978141
"Data analyst with 7 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",data analyst 7 years experience aws azure gcp certified power bi strong problem solving skills,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.044694432943889466
"Data analyst with 9 years of experience in Java, Spring Boot, RESTful APIs. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",data analyst 9 years experience java spring boot restful apis certified aws solutions architect strong problem solving skills,looking ai researcher expertise deep learning nlp strong background react javascript css,0.0442159494217384
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in responsive design.,"Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",cloud architect hands experience multi cloud platforms expertise responsive design,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.044045196032096806
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",cloud architect hands experience multi cloud platforms expertise backend development,looking data analyst expertise react javascript css data visualization tools like power bi,0.04361260435803161
"Data analyst with 9 years of experience in AWS, Azure, GCP. Certified in Azure Fundamentals. Strong problem-solving skills.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",data analyst 9 years experience aws azure gcp certified azure fundamentals strong problem solving skills,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.042896186377778825
"Data analyst with 4 years of experience in React, JavaScript, CSS. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",data analyst 4 years experience react javascript css certified aws solutions architect strong problem solving skills,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.0428453295958877
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.04245162542511025
"Data analyst with 9 years of experience in Python, SQL, Tableau. Certified in Azure Fundamentals. Strong problem-solving skills.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",data analyst 9 years experience python sql tableau certified azure fundamentals strong problem solving skills,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.042163136379906326
"Data analyst with 4 years of experience in AWS, Azure, GCP. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",data analyst 4 years experience aws azure gcp certified aws solutions architect strong problem solving skills,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.04209827945957446
"Data analyst with 8 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",data analyst 8 years experience aws azure gcp certified power bi strong problem solving skills,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.04207177585357587
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in cloud migration.,"Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",cloud architect hands experience multi cloud platforms expertise cloud migration,looking data analyst expertise python sql tableau data visualization tools like excel,0.041839480176470205
